Id,longitude,latitude
"60",42.3857207725722,41.2510495215948
"61",42.9387464960419,41.0593754204995
"62",43.4888815615614,40.864660938673
"92",41.0471150187051,41.2167599787318
"93",41.6031546391054,41.0326764556905
"94",42.1563936262767,40.845516224524
"95",42.7068226865999,40.6553031035226
"96",43.254434143811,40.4620608568497
"126",40.8271984802297,40.8074012279871
"127",41.3805173254217,40.6247301853011
"128",41.9311073879538,40.4389949489346
"129",42.4789590231857,40.2502187354562
"130",43.02406415774,40.0584247150729
"131",43.5664162596968,39.8636359959155
"132",44.106010307988,39.6658756087717
"150",34.9620625392114,42.0371237891194
"157",38.9434925780099,40.9224263736185
"158",39.5020156995248,40.7504350120796
"159",40.0579192008082,40.575324030248
"160",40.6111883899627,40.3971160792381
"161",41.1618101789427,40.2158338194736
"162",41.7097730587943,40.0314999041404
"163",42.2550670738001,39.8441369630369
"164",42.7976837946274,39.6537675868307
"165",43.3376162905776,39.4604143117285
"166",43.8748591010348,39.2640996045665
"182",33.6273642666643,41.8998645445824
"183",34.2050363404094,41.7581273228754
"184",34.7803637650481,41.6130897204699
"185",35.3533169238992,41.4647728869694
"186",35.9238678961328,41.3131981460363
"187",36.4919904479384,41.1583869766049
"188",37.0576600217508,41.0003609943193
"189",37.6208537236282,40.8391419332183
"190",38.1815503088766,40.6747516276885
"191",38.7397301660163,40.5072119947038
"192",39.2953752991886,40.3365450163696
"193",39.8484693090986,40.1627727227876
"194",40.3989973725923,39.9859171752562
"195",40.9469462209646,39.8060004498196
"196",41.4923041170937,39.623044621177
"197",42.0350608314987,39.4370717469636
"198",42.5752076174133,39.2481038524107
"199",43.1127371849683,39.0561629153952
"200",43.6476436745737,38.861270851882
"201",44.1799226295894,38.6634495017675
"215",32.8793877361147,41.6101295621119
"216",33.4558661382572,41.4728403677244
"217",34.0300957666899,41.3322500016981
"218",34.6020457682742,41.1883788263379
"219",35.1716869294733,41.0412473962208
"220",35.7389916707674,40.8908764398831
"221",36.303934039121,40.73728684169
"222",36.8664896985903,40.5804996239073
"223",37.4266359191537,40.4205359289997
"224",37.9843515638545,40.2574170021732
"225",38.5396170743456,40.0911641741818
"226",39.0924144549251,39.9217988444145
"227",39.6427272551537,39.7493424642795
"228",40.1905405511458,39.5738165208992
"229",40.7358409256222,39.3952425211297
"230",41.2786164468183,39.2136419759162
"231",41.8188566463334,39.0290363849947
"232",42.356552496012,38.84144722195
"233",42.8916963839432,38.6508959196367
"234",43.4242820896638,38.4574038559709
"235",43.9543047586489,38.2609923400981
"248",32.1393743420222,41.3142544808725
"249",32.7145504602008,41.1813718904846
"250",33.2875722591221,41.0451884973299
"251",33.8584077767876,40.9057238789104
"252",34.4270266329484,40.7629978217946
"253",34.9934000265664,40.6170303038162
"254",35.5575007313379,40.4678414764121
"255",36.1193030893543,40.3154516471224
"256",36.6787830029787,40.1598812622743
"257",37.2359179250165,40.0011508898719
"258",37.7906868472628,39.8392812027081
"259",38.3430702875086,39.6742929617206
"260",38.8930502750899,39.5062069996051
"261",39.4406103350638,39.3350442047034
"262",39.985735471096,39.1608255051802
"263",40.5284121471459,38.9835718535005
"264",41.0686282680306,38.8033042112205
"265",41.6063731589557,38.6200435341021
"266",42.1416375440919,38.4338107575595
"267",42.6744135242826,38.2446267824466
"268",43.2046945539604,38.0525124611927
"269",43.7324754173542,37.8574885842907
"270",44.2577522040627,37.6595758671442
"273",26.7473856965816,41.9195498794771
"274",27.3362805021635,41.8180702864013
"275",27.9234315880784,41.7131511639935
"281",31.4073093688805,41.012347846895
"282",31.9810800818182,40.8838296861829
"283",32.5527893940404,40.7520122077181
"284",33.1224043579288,40.6169142085142
"285",33.6898935485344,40.4785547100523
"286",34.2552270638827,40.3369529410222
"287",34.8183765233609,40.1921283201623
"288",35.379315064254,40.0441004392221
"289",35.9380173364992,39.8928890460708
"290",36.4944594957287,39.7385140279705
"291",37.0486191946772,39.5809953950356
"292",37.6004755730271,39.4203532638968
"293",38.1500092457693,39.2566078415874
"294",38.6972022901576,39.0897794096664
"295",39.2420382313349,38.9198883085966
"296",39.7845020267099,38.7469549223886
"297",40.324580049164,38.5709996635251
"298",40.8622600691677,38.3920429581764
"299",41.3975312358837,38.2101052317178
"300",41.930384057336,38.0252068945579
"301",42.4608103797218,37.8373683282857
"302",42.9888033659421,37.646609872144
"303",43.5143574734249,37.4529518098347
"307",26.6252785372612,41.480127444332
"308",27.2102688565929,41.379489287727
"309",27.7935660455712,41.2754362941486
"310",28.3751263020756,41.1679843493514
"311",28.9549072091619,41.0571496940191
"312",29.532867752515,40.9429489073673
"313",30.1089683357225,40.8253988906209
"314",30.6831707933957,40.7045168503955
"315",31.2554384021714,40.5803202820097
"316",31.8257358896315,40.4528269527581
"317",32.3940294411832,40.3220548851697
"318",32.960286704946,40.1880223402794
"319",33.5244767946972,40.0507478009368
"320",34.0865702909297,39.9102499551774
"321",34.6465392400804,39.7665476796784
"322",35.2043571519904,39.6196600233228
"323",35.7599989956599,39.4696061908914
"324",36.313441193365,39.3164055269052
"325",36.8646616132034,39.1600774996349
"326",37.4136395601402,39.0006416852967
"327",37.9603557656233,38.8381177524521
"328",38.5047923758428,38.6725254466259
"329",39.0469329387055,38.5038845751581
"330",39.5867623896003,38.3322149923029
"331",40.1242670360266,38.1575365845874
"332",40.6594345411603,37.9798692564415
"333",41.1922539064326,37.7992329161091
"334",41.7227154531915,37.6156474618489
"335",42.2508108035221,37.4291327684354
"341",26.5055149801988,41.0402902660884
"342",27.0866672838198,40.9404772108286
"346",29.394412913575,40.5074754666033
