id,longitude,latitude
"39",5.34429749460448,53.4115413325653
"44",6.09551344045772,53.3944182555367
"45",6.24565832931122,53.390427330071
"46",6.39576651880181,53.3862478599983
"47",6.545836328544,53.3818799514209
"48",6.69586608086842,53.3773237151735
"49",6.84585410093812,53.3725792668135
"68",5.78924757342721,53.3120519961434
"69",5.9391462828739,53.3084501905458
"70",6.08901190071769,53.3046602529853
"71",6.23884275351061,53.3006822794332
"72",6.38863717025663,53.2965163705803
"73",6.53839348252753,53.2921626318278
"74",6.68811002457836,53.2876211732782
"75",6.83778513346243,53.2828921097262
"76",6.98741714914572,53.2779755606482
"92",5.48414264056849,53.2288854308769
"93",5.63378921463059,53.2256706226686
"94",5.78340626396075,53.2222681140087
"95",5.93299212251395,53.2186779908349
"96",6.08254512643719,53.214900343789
"97",6.23206361418489,53.2109352682094
"98",6.38154592663379,53.2067828641228
"99",6.5309904071975,53.2024432362357
"100",6.68039540194054,53.1979164939252
"101",6.82975925969196,53.1932027512299
"102",6.97908033215845,53.18830212684
"103",7.12835697403694,53.1832147440871
"114",4.88135575648695,53.1500233642583
"118",5.47895555299613,53.1390782957592
"119",5.62829050617802,53.1358739085102
"120",5.77759614563662,53.1324824275576
"121",5.92687081716853,53.128903938273
"122",6.07611286873597,53.1251385307016
"123",6.22532065058078,53.1211862995543
"124",6.37449251533798,53.1170473442
"125",6.52362681814891,53.1127217686566
"126",6.67272191677395,53.1082096815824
"127",6.82177617170481,53.1035111962669
"128",6.97078794627624,53.098626430621
"129",7.11975560677735,53.093555507167
"139",4.72829223101882,53.0624395102559
"140",4.87743803932489,53.0601790572217
"144",5.47379612321515,53.0492694471796
"145",5.62282111179063,53.0460754377063
"146",5.77181699560013,53.0426949387794
"147",5.92078213216752,53.0391280352098
"148",6.06971488115625,53.0353748164512
"149",6.21861360448203,53.0314353765932
"150",6.36747666642496,53.0273098143523
"151",6.51630243374142,53.0229982330643
"152",6.66508927577542,53.0185007406754
"153",6.8138355645695,53.0138174497326
"154",6.96253967497521,53.0089484773745
"155",7.11119998476308,53.0038939453214
"170",5.4686641540163,52.9594588864505
"171",5.617380822507,52.9562752118892
"172",5.76606859316236,52.952905649645
"173",5.91472583512053,52.9493502839729
"174",6.06335091963359,52.9456092037408
"175",6.21194222017883,52.941682502422
"176",6.36049811256969,52.9375702780872
"177",6.50901697506618,52.933272633396
"178",6.65749718848499,52.9287896755886
"179",6.80593713630906,52.9241215164765
"180",6.95433520479678,52.919268272433
"181",7.10268978309061,52.9142300643836
"191",4.72113595990503,52.8827315922572
"192",4.86966504997858,52.8804857466197
"193",5.01817357139828,52.8780542630644
"196",5.46355945010367,52.869646614873
"197",5.61196943139243,52.8664732326772
"198",5.76035071977413,52.8631145621078
"199",5.90870169588955,52.8595706868692
"200",6.05702074246809,52.8558416952486
"201",6.2053062444378,52.8519276801087
"202",6.35355658903491,52.8478287388799
"203",6.50177016591302,52.843544973552
"204",6.64994536725188,52.8390764906655
"205",6.79808058786568,52.834423401303
"206",6.94617422531096,52.8295858210794
"217",4.71758630104116,52.7928753304634
"218",4.86580948218436,52.7906367434855
"219",5.01401224033418,52.7882131177372
"220",5.1621929588467,52.7856045135134
"224",5.75466315900031,52.7733216781038
"225",5.90270948656188,52.7697892461846
